image,prediction,score_a_noamd,score_b_amd
1412311_21016_0_0.png,b_amd,0.27599508,0.7240049
1416363_21016_0_0.png,b_amd,0.16092204,0.83907795
1470027_21016_0_0.png,a_noamd,0.580906,0.41909403
1473033_21015_0_0.png,b_amd,0.2547661,0.7452339
1474226_21015_0_0.png,a_noamd,0.7524364,0.24756357
1528206_21015_1_0.png,b_amd,0.09459632,0.90540373
1528206_21016_1_0.png,b_amd,0.14038643,0.8596136
1529147_21016_0_0.png,b_amd,0.31617934,0.6838206
1548173_21015_0_0.png,b_amd,0.40627578,0.5937242
1548173_21016_0_0.png,a_noamd,0.8699664,0.13003363
1619067_21015_0_0.png,b_amd,0.15193659,0.8480634
1681156_21015_0_0.png,b_amd,0.37207845,0.6279215
1715873_21016_0_0.png,a_noamd,0.87582195,0.124178
1717437_21015_0_0.png,b_amd,0.4637438,0.53625625
1721241_21016_0_0.png,a_noamd,0.82919425,0.17080574
1734645_21016_0_0.png,a_noamd,0.76556176,0.23443823
1783773_21015_0_0.png,b_amd,0.49066073,0.5093393
1794791_21015_0_0.png,b_amd,0.08510016,0.9148999
1794791_21016_0_0.png,b_amd,0.16139343,0.83860654
1798044_21016_0_0.png,b_amd,0.14573032,0.8542697
1839565_21016_0_0.png,b_amd,0.18554005,0.8144599
1961304_21015_0_0.png,a_noamd,0.8591936,0.14080635
2185771_21016_0_0.png,b_amd,0.083809786,0.9161902
2362553_21015_0_0.png,a_noamd,0.5846331,0.4153669
2364867_21015_0_0.png,b_amd,0.29762647,0.7023735
2397648_21016_0_0.png,a_noamd,0.7728639,0.2271361
2404018_21016_0_0.png,b_amd,0.3359233,0.6640767
2408896_21016_1_0.png,b_amd,0.14994095,0.85005903
2457386_21016_0_0.png,b_amd,0.23202597,0.767974
2503205_21015_1_0.png,b_amd,0.23878688,0.7612131
2557653_21016_1_0.png,a_noamd,0.51832634,0.4816737
2600801_21015_0_0.png,b_amd,0.11482433,0.88517565
2602223_21015_0_0.png,b_amd,0.2970835,0.70291644
2603957_21015_0_0.png,b_amd,0.15796709,0.8420329
2603957_21016_0_0.png,b_amd,0.13535632,0.8646437
2814036_21016_1_0.png,b_amd,0.103085294,0.89691466
2845791_21016_0_0.png,a_noamd,0.87084556,0.12915449
2937608_21016_1_0.png,b_amd,0.19367595,0.806324
3006782_21016_0_0.png,b_amd,0.08072167,0.9192783
3039134_21016_0_0.png,a_noamd,0.7853162,0.21468382
3068167_21015_0_0.png,b_amd,0.10411595,0.8958841
3098320_21016_0_0.png,b_amd,0.22791412,0.77208585
3103378_21016_0_0.png,b_amd,0.21475793,0.785242
3120157_21015_0_0.png,b_amd,0.2621987,0.7378014
3126517_21016_0_0.png,b_amd,0.21582302,0.784177
3164304_21016_0_0.png,a_noamd,0.7705746,0.22942537
3177906_21015_0_0.png,a_noamd,0.5493985,0.4506015
3197744_21016_0_0.png,a_noamd,0.8312985,0.16870153
3214427_21015_0_0.png,b_amd,0.26477727,0.73522276
3242634_21015_1_0.png,b_amd,0.15092991,0.84907013
3250062_21016_0_0.png,b_amd,0.069632575,0.93036747
3290234_21015_0_0.png,b_amd,0.17961143,0.8203886
3397337_21015_0_0.png,a_noamd,0.85079205,0.14920798
3398229_21015_0_0.png,b_amd,0.12718023,0.8728198
3398229_21016_0_0.png,b_amd,0.097613454,0.90238655
3463168_21016_1_0.png,b_amd,0.12153422,0.8784657
3469017_21015_0_0.png,b_amd,0.4627717,0.5372283
3476968_21016_0_0.png,a_noamd,0.81320447,0.18679552
3606334_21015_0_0.png,b_amd,0.1980986,0.8019014
3606334_21016_0_0.png,a_noamd,0.6437265,0.35627344
3611228_21015_0_0.png,b_amd,0.11083191,0.8891681
3611228_21016_0_0.png,b_amd,0.107158646,0.89284134
3641571_21015_0_0.png,b_amd,0.13702098,0.862979
3686371_21015_0_0.png,b_amd,0.4286185,0.5713815
3704497_21015_0_0.png,b_amd,0.22137755,0.77862245
3842732_21015_0_0.png,a_noamd,0.51566225,0.48433775
4030575_21015_0_0.png,a_noamd,0.9372874,0.06271258
4030575_21016_0_0.png,a_noamd,0.92140913,0.07859084
4063897_21015_0_0.png,a_noamd,0.7710804,0.22891961
4102543_21015_0_0.png,b_amd,0.48970187,0.51029813
4209859_21015_0_0.png,b_amd,0.09574443,0.90425557
4279312_21016_0_0.png,a_noamd,0.51620287,0.48379713
4328643_21016_1_0.png,a_noamd,0.8727577,0.12724231
4411032_21016_1_0.png,b_amd,0.109018855,0.89098114
4414771_21016_0_0.png,a_noamd,0.87200844,0.12799154
4417388_21015_0_0.png,b_amd,0.23254685,0.76745313
4441846_21015_1_0.png,b_amd,0.17792359,0.8220764
4466240_21015_0_0.png,b_amd,0.20640638,0.7935936
4509474_21015_0_0.png,b_amd,0.2406157,0.75938433
4522637_21015_0_0.png,b_amd,0.35748422,0.6425158
4522991_21016_0_0.png,a_noamd,0.83043087,0.16956912
4587431_21015_1_0.png,a_noamd,0.6622274,0.33777255
4604545_21015_0_0.png,b_amd,0.16404633,0.8359537
4604545_21016_0_0.png,a_noamd,0.713772,0.286228
4638482_21015_0_0.png,b_amd,0.18304262,0.81695735
4638482_21016_0_0.png,b_amd,0.14610368,0.8538964
4675087_21016_0_0.png,a_noamd,0.7678117,0.23218825
4681561_21015_0_0.png,a_noamd,0.8459847,0.1540153
4689016_21016_0_0.png,b_amd,0.23938899,0.76061106
4713551_21015_0_0.png,b_amd,0.44622964,0.55377036
4786019_21016_0_0.png,a_noamd,0.86218685,0.1378132
4820349_21015_0_0.png,a_noamd,0.5159631,0.4840369
4849390_21016_0_0.png,b_amd,0.25115559,0.7488444
4896956_21015_0_0.png,b_amd,0.3488191,0.6511809
4901350_21016_0_0.png,b_amd,0.25696462,0.7430354
5132869_21015_0_0.png,a_noamd,0.5056336,0.49436644
5225790_21015_0_0.png,b_amd,0.28137454,0.7186255
5247447_21016_0_0.png,a_noamd,0.5270509,0.4729491
5317010_21015_0_0.png,b_amd,0.13526101,0.864739
5359947_21016_0_0.png,b_amd,0.17621073,0.82378924
5512018_21015_0_0.png,b_amd,0.17564861,0.8243514
5536982_21016_0_0.png,a_noamd,0.83019125,0.16980872
5542409_21016_1_0.png,b_amd,0.11185662,0.88814336
5581788_21015_0_0.png,a_noamd,0.88060766,0.119392335
5606577_21015_1_0.png,a_noamd,0.84745276,0.15254724
5658099_21015_0_0.png,b_amd,0.42244768,0.5775523
5694928_21016_0_0.png,a_noamd,0.8709643,0.12903568
5730388_21016_0_0.png,a_noamd,0.53905934,0.46094066
5811351_21016_0_0.png,a_noamd,0.8044206,0.1955794
5851744_21016_0_0.png,a_noamd,0.82001024,0.17998976
5866152_21016_1_0.png,b_amd,0.14398213,0.8560179
